"Year","Location","Sunshine_duration","Altitude","Annual_Precipitation","Annual_temperature","Annual_ice_days","Annual_frost_days","Annual_summer_days","Annual_heat_days","Annual_tropic_days","Annual_precipitation_days"
1954,"BernZollikofen",1607.1,553,1131.6,7.7,NA,NA,NA,NA,NA,NA
1954,"Davos",1392.8,1594,1303.1,1.9,NA,NA,NA,NA,NA,NA
1954,"GenfCointrin",1722.23333333333,411,1016.9,9.4,NA,NA,NA,NA,NA,NA
1954,"LocarnoMonti",2151.4,367,1979.4,11,NA,NA,NA,NA,NA,NA
1954,"Lugano",1961,273,1670.5,11.2,NA,NA,NA,NA,NA,NA
1954,"Luzern",1367.4,454,1154.2,8.3,NA,NA,NA,NA,NA,NA
1954,"Neuenburg",1595.8,485,960.1,8.9,NA,NA,NA,NA,NA,NA
1954,"Säntis",1677.4,2501,2700,-2.6,NA,NA,NA,NA,NA,NA
1954,"Samedan",NA,1709,890.2,1.4,NA,NA,NA,NA,NA,NA
1954,"Sitten",NA,482,677.4,8.7,NA,NA,NA,NA,NA,NA
1954,"St.Gallen",NA,776,1622.7,6.8,NA,NA,NA,NA,NA,NA
1954,"ZürichFluntern",1518.73333333333,556,1117.5,8,NA,NA,NA,NA,NA,NA
1955,"BaselBinningen",1542.83333333333,316,892.1,9.1,NA,NA,NA,NA,NA,NA
1955,"BernZollikofen",1671.28333333333,553,1089.7,7.6,NA,NA,NA,NA,NA,NA
1955,"Davos",1601.9,1594,888.1,2,NA,NA,NA,NA,NA,NA
1955,"GenfCointrin",1801.93333333333,411,979.3,9.7,NA,NA,NA,NA,NA,NA
1955,"LocarnoMonti",2328.6,367,1327.1,11.4,NA,NA,NA,NA,NA,NA
1955,"Lugano",2127.3,273,1209.5,11.7,NA,NA,NA,NA,NA,NA
1955,"Luzern",1389.6,454,1220.4,8.5,NA,NA,NA,NA,NA,NA
1955,"Neuenburg",1584.4,485,873.6,8.9,NA,NA,NA,NA,NA,NA
1955,"Säntis",1773.8,2501,2733.4,-2.4,NA,NA,NA,NA,NA,NA
1955,"Samedan",NA,1709,490.1,1,NA,NA,NA,NA,NA,NA
1955,"Sitten",NA,482,684.1,9,NA,NA,NA,NA,NA,NA
1955,"St.Gallen",NA,776,1653,6.8,NA,NA,NA,NA,NA,NA
1955,"ZürichFluntern",1538.65,556,1087.8,8.1,NA,NA,NA,NA,NA,NA
1956,"BaselBinningen",1468.96666666667,316,849.4,7.9,NA,NA,NA,NA,NA,NA
1956,"BernZollikofen",1721.7,553,1043.7,6.5,NA,NA,NA,NA,NA,NA
1956,"Davos",1654,1594,944.7,0.9,NA,NA,NA,NA,NA,NA
1956,"GenfCointrin",1775.7,411,842.8,8.5,NA,NA,NA,NA,NA,NA
1956,"LocarnoMonti",2278,367,2180.1,10.6,NA,NA,NA,NA,NA,NA
1956,"Lugano",2108.8,273,1522.8,10.8,NA,NA,NA,NA,NA,NA
1956,"Luzern",1373.5,454,1108.7,7.4,NA,NA,NA,NA,NA,NA
1956,"Neuenburg",1530.2,485,931.5,7.8,NA,NA,NA,NA,NA,NA
1956,"Säntis",1964.6,2501,2608.7,-3.3,NA,NA,NA,NA,NA,NA
1956,"Samedan",NA,1709,641.4,-0.1,NA,NA,NA,NA,NA,NA
1956,"Sitten",NA,482,491.9,7.9,NA,NA,NA,NA,NA,NA
1956,"St.Gallen",NA,776,1610.9,6,NA,NA,NA,NA,NA,NA
1956,"ZürichFluntern",1520.6,556,1137.6,7.1,NA,NA,NA,NA,NA,NA
1957,"BaselBinningen",1632.88333333333,316,702.6,9.5,NA,NA,NA,NA,NA,NA
1957,"BernZollikofen",1783.3,553,924.8,7.9,NA,NA,NA,NA,NA,NA
1957,"Davos",1697,1594,884.4,3,NA,NA,NA,NA,NA,NA
1957,"GenfCointrin",1838.51666666667,411,666.3,9.5,NA,NA,NA,NA,NA,NA
1957,"LocarnoMonti",2204.2,367,2228.9,11.5,NA,NA,NA,NA,NA,NA
1957,"Lugano",1993.6,273,1829.6,11.6,NA,NA,NA,NA,NA,NA
1957,"Luzern",1419.9,454,1021.3,8.7,NA,NA,NA,NA,NA,NA
1957,"Neuenburg",1567.9,485,760.2,9.2,NA,NA,NA,NA,NA,NA
1957,"Säntis",1960.9,2501,2652.6,-1.4,NA,NA,NA,NA,NA,NA
1957,"Samedan",NA,1709,675.3,1.3,NA,NA,NA,NA,NA,NA
1957,"Sitten",NA,482,579.1,9.1,NA,NA,NA,NA,NA,NA
1957,"St.Gallen",NA,776,1416.5,7.5,NA,NA,NA,NA,NA,NA
1957,"ZürichFluntern",1601,556,987.7,8.6,NA,NA,NA,NA,NA,NA
1958,"BaselBinningen",1511.83333333333,316,774.7,9.6,NA,NA,NA,NA,NA,NA
1958,"BernZollikofen",1683.38333333333,553,1102.7,7.9,NA,NA,NA,NA,NA,NA
1958,"Davos",1683.3,1594,1092.5,2.6,NA,NA,NA,NA,NA,NA
1958,"GenfCointrin",1632.05,411,969.6,9.6,NA,NA,NA,NA,NA,NA
1958,"LocarnoMonti",2223.8,367,2049.1,11.6,NA,NA,NA,NA,NA,NA
1958,"Lugano",2055.4,273,1567.3,12,NA,NA,NA,NA,NA,NA
1958,"Luzern",1408.5,454,1193.3,8.8,NA,NA,NA,NA,NA,NA
1958,"Neuenburg",1447.7,485,876.3,9.3,NA,NA,NA,NA,NA,NA
1958,"Säntis",1850,2501,2946,-1.6,NA,NA,NA,NA,NA,NA
1958,"Samedan",NA,1709,756.4,1.1,NA,NA,NA,NA,NA,NA
1958,"Sitten",NA,482,633.6,9,NA,NA,NA,NA,NA,NA
1958,"St.Gallen",NA,776,1528.2,7.5,NA,NA,NA,NA,NA,NA
1958,"ZürichFluntern",1550.06666666667,556,1348.3,8.6,NA,NA,NA,NA,NA,NA
1959,"BaselBinningen",1834.46666666667,316,702.6,10.2,7,70,55,7,0,104
1959,"BernZollikofen",2021.4,553,914.3,8.5,17,110,39,3,0,108
1959,"Davos",1753.2,1594,649.4,3.2,39,208,0,0,0,100
1959,"GenfCointrin",1958.18333333333,411,874.7,10.2,3,78,53,9,0,105
1959,"LocarnoMonti",2288.8,367,1701.2,12,0,30,51,1,4,100
1959,"Lugano",2090.3,273,1842.1,12.1,0,27,63,2,4,107
1959,"Luzern",1635.4,454,971.7,9.2,11,93,36,3,0,118
1959,"Neuenburg",1729.7,485,801.9,10.1,10,54,48,5,0,112
1959,"Säntis",2089.3,2501,1839.3,-0.8,133,244,0,0,0,130
1959,"Samedan",NA,1709,478.2,1.4,58,252,1,0,0,83
1959,"Sitten",NA,482,548.2,10.1,6,97,68,9,0,80
1959,"St.Gallen",1732.1,776,1214.9,7.9,29,97,10,0,0,118
1959,"ZürichFluntern",1848.65,556,878.4,9.2,17,76,34,2,0,111
1960,"BaselBinningen",1462.93333333333,316,796.8,9.6,18,68,23,2,0,132
1960,"BernZollikofen",1771,553,1070.4,7.8,23,102,13,0,0,136
1960,"Davos",1536.8,1594,1136.3,2.8,42,209,0,0,0,124
1960,"GenfCointrin",1846.75,411,1334.2,9.7,11,62,34,2,0,121
1960,"LocarnoMonti",2013.2,367,3034.4,10.9,2,39,21,0,0,129
1960,"Lugano",1783.9,273,2594.8,11.1,2,28,34,0,0,138
1960,"Luzern",1535,454,1339.1,8.7,17,72,20,1,0,148
1960,"Neuenburg",1536.8,485,969.9,9.3,18,48,17,0,0,129
1960,"Säntis",1609.7,2501,2833.2,-2.2,190,272,0,0,0,186
1960,"Samedan",NA,1709,1077,0.8,65,259,0,0,0,113
1960,"Sitten",NA,482,618,9.5,12,82,32,2,0,93
1960,"St.Gallen",1398.9,776,1555.2,7.6,22,82,8,0,0,157
1960,"ZürichFluntern",1608.98333333333,556,1226.2,8.6,24,69,19,0,0,152
1961,"BaselBinningen",1720.16666666667,316,732.2,10.5,14,49,47,10,0,128
1961,"BernZollikofen",1855.8,553,1002.1,8.8,18,102,34,0,0,126
1961,"Davos",1853.6,1594,791.9,3.7,44,193,0,0,0,104
1961,"GenfCointrin",1867.45,411,753.8,10.6,5,63,52,10,0,101
1961,"LocarnoMonti",2442.4,367,1422.4,12.2,3,41,55,0,2,89
1961,"Lugano",2215.4,273,1272.7,12.2,0,44,65,0,3,88
1961,"Luzern",1668.8,454,927,9.7,14,82,37,1,0,133
1961,"Neuenburg",1776.6,485,887.2,10.3,15,47,33,0,0,128
1961,"Säntis",1982.5,2501,2706.8,-0.9,176,265,0,0,0,161
1961,"Samedan",NA,1709,487.4,1.8,56,245,0,0,0,79
1961,"Sitten",NA,482,610.6,10,10,95,53,7,0,82
1961,"St.Gallen",1585.3,776,1289.4,8.4,23,80,12,0,0,138
1961,"ZürichFluntern",1782.68333333333,556,898.2,9.5,21,63,34,2,0,130
1962,"BaselBinningen",1694.95,316,613.8,8.6,22,96,48,8,0,105
1962,"BernZollikofen",1942.8,553,780.5,7.1,29,140,38,5,0,113
1962,"Davos",1915.3,1594,885.4,1.6,86,238,1,0,0,118
1962,"GenfCointrin",1976.03333333333,411,713.3,9.1,15,105,60,23,0,98
1962,"LocarnoMonti",2394.9,367,1203.7,11.2,2,46,72,4,6,88
1962,"Lugano",2221.5,273,1020,11.4,2,55,64,2,4,87
1962,"Luzern",1695.8,454,1028.5,7.9,25,117,39,6,0,121
1962,"Neuenburg",1965.1,485,785.6,8.7,20,93,49,8,0,108
1962,"Säntis",1937.7,2501,2413.3,-2.9,207,262,0,0,0,174
1962,"Samedan",NA,1709,461.4,0.4,87,266,3,0,0,82
1962,"Sitten",NA,482,536.8,8.7,17,117,63,14,0,68
1962,"St.Gallen",1537.8,776,1326.6,6.5,47,120,12,0,0,146
1962,"ZürichFluntern",1815.31666666667,556,930.7,7.6,33,108,35,4,0,113
1963,"BaselBinningen",1455.61666666667,316,742.5,8.5,48,94,30,4,0,115
1963,"BernZollikofen",1685.6,553,960.4,6.7,54,125,21,1,0,124
1963,"Davos",1630.6,1594,883.9,1.9,78,201,1,0,0,113
1963,"GenfCointrin",1664.78333333333,411,1006.7,8.5,45,84,34,1,0,117
1963,"LocarnoMonti",2076.2,367,2564.1,10.6,11,55,38,0,3,116
1963,"Lugano",1802.8,273,2192.4,10.9,6,65,42,1,0,119
1963,"Luzern",1378.2,454,1168,7.5,52,104,24,0,0,133
1963,"Neuenburg",1652.9,485,998.9,8.1,53,83,21,0,0,124
1963,"Säntis",1936.1,2501,2190.3,-2.3,173,258,0,0,0,163
1963,"Samedan",NA,1709,866.6,0.3,86,247,0,0,0,94
1963,"Sitten",NA,482,547,8.4,37,94,47,9,0,76
1963,"St.Gallen",1271.6,776,1336.1,6.3,66,107,13,0,0,141
1963,"ZürichFluntern",1555.43333333333,556,973.5,7.4,56,98,23,1,0,123
1964,"BaselBinningen",1590.11666666667,316,663.2,9.8,21,82,56,18,0,100
1964,"BernZollikofen",1642.4,553,855.9,8,38,117,41,8,0,110
1964,"Davos",1714.3,1594,805.3,3.1,53,214,0,0,0,121
1964,"GenfCointrin",1725.65,411,736.1,9.8,18,72,58,15,0,88
1964,"LocarnoMonti",2250.4,367,1335.5,11.8,0,34,63,6,4,104
1964,"Lugano",2023.4,273,1297.6,11.8,0,38,53,1,2,106
1964,"Luzern",1437.7,454,988.1,8.8,30,95,49,9,0,119
1964,"Neuenburg",1699.4,485,589.8,9.5,28,77,38,11,0,92
1964,"Säntis",1986,2501,2577.5,-1.2,174,250,0,0,0,157
1964,"Samedan",NA,1709,557.3,1.8,65,250,2,0,0,92
1964,"Sitten",NA,482,431.5,9.2,16,113,64,17,0,72
1964,"St.Gallen",1318.3,776,1327.4,7.3,52,102,22,0,0,130
1964,"ZürichFluntern",1578.33333333333,556,916.2,8.5,44,88,42,7,0,128
1965,"BaselBinningen",1284.86666666667,316,1005.7,9.2,12,79,29,3,0,154
1965,"BernZollikofen",1488.5,553,1371.8,7.2,17,116,23,2,0,166
1965,"Davos",1500.6,1594,1169.8,1.8,85,234,2,0,0,155
1965,"GenfCointrin",1540.78333333333,411,1198.5,8.8,5,83,38,6,0,151
1965,"LocarnoMonti",2266.7,367,1717.1,11,0,60,37,3,2,91
1965,"Lugano",1998.1,273,1196.1,11,0,56,34,2,1,102
1965,"Luzern",1229.6,454,1459.4,7.9,15,103,20,3,0,177
1965,"Neuenburg",1439.1,485,1275.9,8.5,11,76,22,0,0,161
1965,"Säntis",1580.5,2501,3466.5,-3.1,204,270,0,0,0,229
1965,"Samedan",NA,1709,786.4,0.4,87,259,0,0,0,104
1965,"Sitten",NA,482,833.3,8.3,13,100,39,8,0,100
1965,"St.Gallen",1097.9,776,1649.4,6.6,48,99,9,0,0,187
1965,"ZürichFluntern",1342.15,556,1447,7.6,22,87,18,2,0,175
1966,"BaselBinningen",1394.15,316,889.5,9.9,15,60,35,2,0,134
1966,"BernZollikofen",1662.9,553,1067,8.3,17,110,29,2,0,136
1966,"Davos",1572.9,1594,1114.1,2.6,78,198,1,0,0,133
1966,"GenfCointrin",1736.73333333333,411,944.5,10,11,69,45,9,0,129
1966,"LocarnoMonti",2305.7,367,2112.5,11.4,1,38,40,0,0,109
1966,"Lugano",2029,273,1861.8,11.6,0,46,45,0,0,117
1966,"Luzern",1440,454,1158.6,9,17,89,34,1,0,159
1966,"Neuenburg",1646,485,1025.7,9.7,15,53,28,3,1,141
1966,"Säntis",1695,2501,3268.6,-2.2,186,253,0,0,0,198
1966,"Samedan",NA,1709,803.5,1.4,66,231,3,0,0,100
1966,"Sitten",NA,482,588.9,9.4,18,77,51,11,0,94
1966,"St.Gallen",1348.9,776,1635.2,7.8,27,89,8,0,0,175
1966,"ZürichFluntern",1518.36666666667,556,1231.9,8.7,18,75,27,2,0,160
1967,"BaselBinningen",1602.18333333333,316,775.2,9.8,18,72,50,8,0,115
1967,"BernZollikofen",1842.3,553,852.4,8.2,24,111,34,2,0,117
1967,"Davos",1759.9,1594,1000,2.7,64,213,0,0,0,123
1967,"GenfCointrin",1926.26666666667,411,836.1,9.7,16,84,49,13,0,109
1967,"LocarnoMonti",2390.9,367,1870.6,11.5,3,37,51,2,4,100
1967,"Lugano",2117.9,273,1313.5,11.9,0,44,52,0,3,93
1967,"Luzern",1524.2,454,1048.5,9,23,81,32,2,0,132
1967,"Neuenburg",1862.8,485,888.6,9.7,15,62,30,2,0,110
1967,"Säntis",2010.3,2501,2496.6,-1.8,166,247,0,0,0,179
1967,"Samedan",NA,1709,744.3,0.9,64,264,2,0,0,98
1967,"Sitten",NA,482,527.6,9.5,17,103,59,13,0,80
1967,"St.Gallen",1612.4,776,1469.8,7.7,26,91,17,1,0,142
1967,"ZürichFluntern",1696.63333333333,556,1026.6,8.7,25,72,36,5,0,121
1968,"BaselBinningen",1397.61666666667,316,874.9,9.3,21,80,27,3,0,142
1968,"BernZollikofen",1645.8,553,1150.7,7.7,27,122,17,4,0,136
1968,"Davos",1712.2,1594,1056,2.6,61,206,4,0,0,134
1968,"GenfCointrin",1657.65,411,1132.9,9.4,12,70,28,10,0,133
1968,"LocarnoMonti",2181,367,2229.2,11,3,36,30,1,5,127
1968,"Lugano",1928.7,273,1676.8,11.3,0,43,26,0,6,122
1968,"Luzern",1375.4,454,1154.2,8.6,20,108,21,3,0,147
1968,"Neuenburg",1581.9,485,1121.8,9.3,17,65,17,3,1,143
1968,"Säntis",1933.5,2501,2848.3,-2.1,164,261,0,0,0,172
1968,"Samedan",NA,1709,775,0.8,75,255,5,0,0,107
1968,"Sitten",NA,482,671.1,9.3,14,95,35,10,0,90
1968,"St.Gallen",1428.2,776,1367.3,7.2,45,113,10,0,0,145
1968,"ZürichFluntern",1566.46666666667,556,1086.6,8.2,31,93,20,1,0,144
1969,"BaselBinningen",1520.53333333333,316,856.9,9,31,84,44,6,0,120
1969,"BernZollikofen",1679.7,553,869,7.5,41,126,32,0,0,125
1969,"Davos",1712.5,1594,874.1,2.6,80,209,0,0,0,122
1969,"GenfCointrin",1676.66666666667,411,818.7,9.1,22,96,42,8,0,98
1969,"LocarnoMonti",2220.8,367,1574.2,11,1,60,45,3,3,104
1969,"Lugano",1945.1,273,1175.9,11.1,0,56,37,0,3,98
1969,"Luzern",1403,454,1049.6,8.2,34,115,35,2,0,135
1969,"Neuenburg",1553.8,485,920.4,8.9,33,80,32,2,0,112
1969,"Säntis",2028.6,2501,2331.4,-2.3,189,240,0,0,0,159
1969,"Samedan",NA,1709,624.5,0.9,87,258,1,0,0,96
1969,"Sitten",NA,482,525.3,8.8,29,111,49,11,0,82
1969,"St.Gallen",1441.6,776,1327.8,6.9,46,121,18,0,0,133
1969,"ZürichFluntern",1553.76666666667,556,894.5,8,41,106,37,1,0,125
1970,"BaselBinningen",1353.55,316,857,9.2,17,85,41,1,0,138
1970,"BernZollikofen",1586.7,553,1059.1,7.5,30,128,29,1,0,143
1970,"Davos",1589.9,1594,1238.2,2.3,87,219,1,0,0,153
1970,"GenfCointrin",1664.2,411,962.7,9.3,14,91,56,13,0,123
1970,"LocarnoMonti",2271.2,367,1726.6,11,1,50,53,2,1,98
1970,"Lugano",2050.2,273,1404.2,11.3,0,39,53,1,0,109
1970,"Luzern",1316,454,1250.6,8.1,28,109,34,1,0,156
1970,"Neuenburg",1526.8,485,1039.1,8.9,24,84,33,1,0,135
1970,"Säntis",1576.4,2501,3520.7,-2.7,179,258,0,0,0,211
1970,"Samedan",NA,1709,736.4,0.7,91,256,1,0,0,116
1970,"Sitten",NA,482,669.7,9,17,106,59,11,0,93
1970,"St.Gallen",1331.2,776,1556.6,7,47,119,10,0,0,177
1970,"ZürichFluntern",1463.8,556,1331.5,7.9,31,105,33,1,0,152
1971,"BaselBinningen",1692.21666666667,316,634.6,9.3,17,84,46,11,0,98
1971,"BernZollikofen",1944.8,553,898.7,7.6,31,129,35,2,0,93
1971,"Davos",1932.7,1594,703.3,3.1,57,201,2,0,0,101
1971,"GenfCointrin",1872.98333333333,411,651.9,9.3,24,98,56,21,0,81
1971,"LocarnoMonti",2348.5,367,1682.6,11.4,2,37,55,0,5,108
1971,"Lugano",2106.3,273,1494.7,11.8,1,35,50,0,5,101
1971,"Luzern",1505.5,454,1047,8.3,30,112,40,10,0,110
1971,"Neuenburg",1860.9,485,748.6,9.2,31,82,41,5,1,88
1971,"Säntis",2093.7,2501,2094.3,-1.6,167,241,0,0,0,149
1971,"Samedan",NA,1709,591.4,1.1,82,251,3,0,0,89
1971,"Sitten",NA,482,539.3,9.1,14,116,54,18,0,66
1971,"St.Gallen",1686,776,1168.8,7.3,35,109,19,0,0,129
1971,"ZürichFluntern",1791.63333333333,556,903,8.3,29,98,31,4,0,114
1972,"BaselBinningen",1470.38333333333,316,633.8,8.9,15,67,24,2,0,98
1972,"BernZollikofen",1562.2,553,901,7.4,26,113,19,0,0,113
1972,"Davos",1652.9,1594,779.5,2.9,36,246,3,0,0,114
1972,"GenfCointrin",1566.96666666667,411,723.5,9.2,4,78,33,6,0,90
1972,"LocarnoMonti",1827,367,1726.6,10.8,0,21,35,1,1,136
1972,"Lugano",1677.7,273,1618.3,11.3,0,15,25,0,3,136
1972,"Luzern",1189.8,454,1134.4,8,20,90,23,1,0,115
1972,"Neuenburg",1535.3,485,724.8,8.8,13,57,22,1,0,101
1972,"Säntis",1747.6,2501,2058.1,-2.1,201,284,0,0,0,144
1972,"Samedan",NA,1709,585.8,1.2,63,264,2,0,0,103
1972,"Sitten",NA,482,427.2,9.2,4,71,37,10,0,66
1972,"St.Gallen",1357.9,776,1261.7,6.9,37,100,9,0,0,125
1972,"ZürichFluntern",1500.86666666667,556,950.7,7.9,24,73,21,1,0,120
1973,"BaselBinningen",1480.81666666667,316,760.3,9.2,14,101,50,4,0,117
1973,"BernZollikofen",1638.2,553,950.3,7.5,26,148,37,0,0,107
1973,"Davos",1692,1594,1024.2,2.6,84,212,0,0,0,138
1973,"GenfCointrin",1740.1,411,728.2,9.1,11,112,61,6,0,96
1973,"LocarnoMonti",2276.4,367,1443.2,11.5,0,45,68,2,2,90
1973,"Lugano",2131.8,273,1311.7,11.7,0,38,56,1,1,90
1973,"Luzern",1363.8,454,1136,8.4,17,123,46,2,0,125
1973,"Neuenburg",1656.3,485,711,9.1,16,87,42,1,0,116
1973,"Säntis",1714.9,2501,3071.9,-2.3,190,254,0,0,0,168
1973,"Samedan",NA,1709,788.2,1.2,80,242,2,0,0,108
1973,"Sitten",NA,482,505.1,8.8,10,122,66,8,0,74
1973,"St.Gallen",1375.9,776,1359,7.1,43,130,18,0,0,148
1973,"ZürichFluntern",1521.08333333333,556,1052.2,8,23,115,39,0,0,136
1974,"BaselBinningen",1344.6,316,701.8,10,0,35,30,7,0,125
1974,"BernZollikofen",1520,553,929.4,8.3,2,96,22,3,0,137
1974,"Davos",1578.2,1594,1122.9,2.7,54,242,2,0,0,141
1974,"GenfCointrin",1498.03333333333,411,934.6,9.8,0,53,43,8,0,123
1974,"LocarnoMonti",2151.6,367,1590.6,11.6,0,1,59,7,3,112
1974,"Lugano",2004.4,273,1308,11.9,0,5,57,6,6,107
1974,"Luzern",1393.4,454,1153.4,9.1,1,67,29,4,0,151
1974,"Neuenburg",1539.6,485,893.6,9.8,1,26,26,4,0,119
1974,"Säntis",1528.7,2501,2873.2,-2.6,218,289,0,0,0,198
1974,"Samedan",NA,1709,610.2,1.4,47,274,3,0,0,95
1974,"Sitten",NA,482,717.2,9.3,2,71,52,9,0,97
1974,"St.Gallen",1384.1,776,1512.4,7.8,11,99,10,0,0,157
1974,"ZürichFluntern",1508.33333333333,556,1089.3,8.9,2,54,23,3,0,150
1975,"BaselBinningen",1428.71666666667,316,802.2,9.7,9,73,38,8,0,117
1975,"BernZollikofen",1526.9,553,936.3,8,18,117,33,2,0,116
1975,"Davos",1791.6,1594,898.4,3.1,58,215,0,0,0,106
1975,"GenfCointrin",1477.88333333333,411,1026,9.7,8,73,50,6,0,114
1975,"LocarnoMonti",2202.7,367,2053.6,11.5,0,16,53,0,3,125
1975,"Lugano",2045.8,273,1535.8,11.8,0,17,50,0,4,118
1975,"Luzern",1330.9,454,1183.3,8.8,9,90,36,4,1,122
1975,"Neuenburg",1502.6,485,888.5,9.6,10,60,35,8,0,112
1975,"Säntis",1967.1,2501,2247.8,-1.4,172,260,0,0,0,145
1975,"Samedan",NA,1709,668.6,1.1,58,258,0,0,0,80
1975,"Sitten",NA,482,431.9,9.3,6,96,55,13,0,74
1975,"St.Gallen",1404.8,776,1528.1,7.6,27,106,13,1,0,127
1975,"ZürichFluntern",1477.8,556,1151.2,8.6,15,83,32,1,0,120
1976,"BaselBinningen",1732.38333333333,316,519.4,10,17,77,56,20,0,94
1976,"BernZollikofen",1884.9,553,725.3,8.2,32,125,42,4,0,97
1976,"Davos",1769.2,1594,1027.2,2.7,60,219,0,0,0,119
1976,"GenfCointrin",1884.4,411,921.9,9.8,12,92,64,20,0,91
1976,"LocarnoMonti",2381.7,367,2001.6,11.8,1,31,67,13,2,92
1976,"Lugano",2149.6,273,1700.3,11.9,0,26,53,4,4,103
1976,"Luzern",1575.7,454,971.1,9,26,95,45,9,0,108
1976,"Neuenburg",1808.9,485,682.5,9.8,24,63,52,14,0,104
1976,"Säntis",1817.6,2501,2322.8,-2,182,263,0,0,0,152
1976,"Samedan",NA,1709,742,1.2,58,254,0,0,0,92
1976,"Sitten",NA,482,487.8,9.4,15,103,69,18,0,71
1976,"St.Gallen",1600,776,1190.7,7.5,38,109,22,0,0,130
1976,"ZürichFluntern",1720.8,556,910,8.6,33,83,38,7,0,114
1977,"BaselBinningen",1293.75,316,893.6,9.9,4,51,23,1,0,139
1977,"BernZollikofen",1397.2,553,1284.7,8.2,14,101,13,0,0,152
1977,"Davos",1470.5,1594,1040.2,3.2,53,205,0,0,0,137
1977,"GenfCointrin",1417.91666666667,411,1287.8,9.9,5,48,31,0,0,150
1977,"LocarnoMonti",2071.6,367,2747,11,0,25,32,0,0,117
1977,"Lugano",1842.3,273,2195.7,11.3,0,24,21,0,0,131
1977,"Luzern",1196.7,454,1187.5,9,10,81,21,0,0,152
1977,"Neuenburg",1484,485,1244.8,9.6,11,42,12,0,0,155
1977,"Säntis",1475,2501,2468.7,-1.7,166,255,0,0,0,173
1977,"Samedan",NA,1709,794.4,1.4,70,250,0,0,0,116
